Geo_FIPS,Borough,HospitalDist,NursingHomeDist,PharmDist,SoupKitchDist,SubwayDist,parkRecDist,flagshipParkDist,meanSidewalkWidth,deaths,cases,DeathDensity,CaseDensity,SVI,UHVI,GorceryDist
36081021900,QN,7089.210871,7250.808246,4567.733086,8243.77141,6321.314974,3464.85014,15405.08782,9.244059406,0,0,,,,,1991.125263
36061031100,MN,3819.335861,1838.965508,911.5153794,4240.728437,1401.286325,0,9003.609697,12.53012259,0,0,,,,,1609.132897
36005017100,BX,1492.413437,2387.069253,1121.883651,2043.684736,1686.340445,0,2328.999949,13.6445283,0,0,,,,,1764.234266
36047066600,BK,11436.64545,5754.889982,2758.795714,17395.07696,10983.62512,0,25339.37571,11.89494382,0,0,,,,,5641.923823
36061014300,MN,3342.416894,3903.300178,2280.850435,3317.688582,1519.697784,0,0,14.77637692,7.50E-07,9.44E-06,2.50E-07,3.15E-06,,,2103.988041
36005027600,BX,6659.813872,3206.049157,1867.337177,2528.757291,1986.105755,0,0,13.86632173,0.014409905,0.162799714,0.003602476,0.040699928,,82.63636364,2915.879697
36061021703,MN,3112.472728,2219.914439,886.0208267,1823.269527,615.7882212,35.98783097,6783.006715,14.78790932,0.015786547,0.179230788,0.001973318,0.022403849,,,1273.178881
36085022800,SI,21978.23869,15641.9612,5253.51028,25879.63683,45570.31512,3908.593184,5155.283396,10.06432161,0.023083544,0.386678572,0.001923629,0.032223214,,21.36363636,5685.015544
36061029700,MN,3898.822805,3622.52396,2207.216254,4438.485782,2553.859959,0,9170.304148,13.67334337,0.031510049,0.398252003,0.001575502,0.0199126,,78.09090909,2007.039742
36081091800,QN,26652.91375,11154.41662,7494.198212,31907.07095,11328.35355,2642.291316,40317.3333,22.9535248,0.018693084,0.421087334,0.001557757,0.035090611,,,11316.3802
36061009400,MN,4423.992547,7700.329387,624.4477899,1498.976346,981.0304488,1143.261865,3594.692298,12.072,0.022030084,0.487255644,0.000407965,0.009023253,0.06,28.36363636,1342.720271
36047070202,BK,16940.73698,11463.84586,8542.965511,21245.76323,16252.89457,3740.220918,29785.04294,10.76,0.049444955,0.665236455,0.002060206,0.027718186,,,10009.49796
36005033400,BX,4553.506325,3017.468153,2228.617356,3273.163907,2220.930858,0,0,12.47425474,0.047426749,0.705678532,0.000658705,0.009801091,20.25,41.90909091,2310.200372
36081138502,QN,9360.219673,7978.645506,3616.677781,17649.85843,16905.1081,0,0,9.991011236,0.077995859,0.80166942,0.001949896,0.020041736,,74.54545455,1831.969817
36081060701,QN,7710.460578,4169.903317,2383.3351,5792.952071,1688.528657,1938.09269,8179.414916,6.154385965,0.085022624,0.860546535,0.00236174,0.02390407,1,,2526.670358
36061010200,MN,5056.699322,6159.266063,88.61664057,902.5120893,327.6747017,1864.325366,1864.325366,13.07647059,0.102810988,1.336613362,0.00102811,0.013366134,28.36,33.27272727,1362.904284
36081022900,QN,8779.490832,4116.702187,2925.884567,11421.06057,3299.903693,3133.40289,17168.63836,9.033333333,0.108541222,1.400731592,0.002309388,0.0298028,47.93,,2429.984125
36081056100,QN,9775.484495,7034.23729,3030.823206,4049.206087,3606.784116,662.352186,1983.392241,6.251866405,0.081086087,1.429545617,0.001351435,0.02382576,15.56,30.90909091,3046.631785
36061011300,MN,5428.367925,10244.73289,394.6605561,1214.977566,214.4295111,946.1474708,5011.453332,13.46534653,0.099010685,2.351625338,0.000900097,0.021378412,52.82,5.818181818,1310.568501
36081005000,QN,13756.67243,3177.645213,1553.52277,6499.963451,1233.07694,1176.552311,6992.544723,5.19,0.159768182,3.275200063,0.001581863,0.032427723,93.82,,1563.151983
36061009600,MN,5106.112297,8249.276237,558.0863491,2205.608382,834.7371722,968.0202916,3622.733631,14.89404762,0.24334594,3.430638361,0.001725858,0.024330769,0.41,25.63636364,1471.902875
36061010900,MN,5517.143834,9465.373012,778.9403752,1175.954755,780.2019081,1431.218756,6048.691517,15.20980392,0.140290945,3.546990091,0.000770829,0.019488957,17.43,18.27272727,1451.375662
36061011202,MN,4288.285452,5144.061616,1307.242315,789.7387961,871.7889839,711.7363391,711.7363391,13.81666667,0.373226829,4.852000661,0.001028173,0.013366393,11.45,48.36363636,1177.873016
36005002400,BX,10263.17051,4125.466653,1711.374429,6265.018587,4830.964655,0,0,17.091875,0.402932085,6.44974328,0.002342628,0.037498507,9.81,,1726.757511
36005050400,BX,11615.07347,4691.455258,3674.001503,8673.070375,6871.619249,0,0,9.309878311,0.518904865,7.956318498,0.002337409,0.035839273,79.67,,5515.062347
36047054300,BK,4601.054333,2477.600664,2197.241748,5397.107898,3957.017922,1159.943697,10076.74997,9.970068027,0.493923568,9.032072655,0.001210597,0.022137433,32.12,11,3191.563142
36005003700,BX,3938.517818,5359.880084,1328.885419,1617.057988,1599.543765,0,4515.197579,17.14433962,0.684539098,9.283956999,0.002544755,0.034512851,71.45,67.27272727,719.1226756
36047028501,BK,64.70731588,4154.270862,195.5601777,1531.70921,407.6196128,633.964156,12400.37597,15.30465116,0.824459944,10.30840884,0.001784545,0.022312573,78.51,20.09090909,750.1653695
36061019701,MN,906.1184447,1146.796425,938.3639518,642.6003095,1215.635843,0,1337.3108,15.90117925,1.181421435,11.07701596,0.002298485,0.021550615,45.6,21.09090909,1394.620875
36005043500,BX,5137.70326,4244.836097,3586.924921,6679.767048,3245.402681,0,0,9.825629496,0.950917787,12.63993631,0.002634121,0.035013674,95.44,,3689.361552
36061004500,MN,4053.645307,3314.680194,443.2285364,1264.919906,681.1997262,921.9476533,17565.39696,11.2373494,0.752595536,13.49582798,0.000741473,0.013296382,41.2,29.36363636,572.2278698
36061011201,MN,3784.275512,5901.408913,594.3898538,1480.070393,561.5565288,455.9397853,455.9397853,16.1234375,0.761233888,13.50194661,0.000923828,0.016385858,12.59,35.90909091,493.787231
36061009200,MN,3700.858732,7368.746172,826.8857708,1383.233831,864.8056897,1770.661061,3956.61946,12.61438849,0.653178091,14.45088166,0.000407727,0.009020525,15.06,21.72727273,1122.313255
36081140901,QN,11708.62987,4881.287861,3934.955365,13984.68859,12576.03048,513.7709679,1278.285339,7.505172414,0.963726894,14.89635612,0.000974446,0.015062039,39.05,45.72727273,990.421793
36061010400,MN,4102.054043,6807.857915,410.9532899,1836.059815,717.4099248,1787.833255,1787.833255,15.45444444,0.849008082,15.05829248,0.000923839,0.01638552,35.83,43.36363636,842.5109253
36061011203,MN,3519.85402,4484.947828,613.5784143,618.9071309,536.3532392,1634.638293,1634.638293,13.05614035,1.186515162,15.4246971,0.001028176,0.013366289,13.03,34.81818182,986.0181792
