Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"36047031900","14000US36047031900","Census Tract 319","Census Tract 319, Kings County, New York","ny","140","00","ACSSF","0004760",,,,,"36","047",,,,"031900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,1294,1668,0,38,0,56,72
"36047032100","14000US36047032100","Census Tract 321","Census Tract 321, Kings County, New York","ny","140","00","ACSSF","0004761",,,,,"36","047",,,,"032100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5582,1470,3510,0,140,0,402,60
"36047032300","14000US36047032300","Census Tract 323","Census Tract 323, Kings County, New York","ny","140","00","ACSSF","0004762",,,,,"36","047",,,,"032300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,837,2527,0,43,0,58,176
"36047032500","14000US36047032500","Census Tract 325","Census Tract 325, Kings County, New York","ny","140","00","ACSSF","0004763",,,,,"36","047",,,,"032500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6685,511,5697,0,178,0,158,141
"36047032600","14000US36047032600","Census Tract 326","Census Tract 326, Kings County, New York","ny","140","00","ACSSF","0004764",,,,,"36","047",,,,"032600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7507,2080,2569,37,529,0,1734,558
"36047032700","14000US36047032700","Census Tract 327","Census Tract 327, Kings County, New York","ny","140","00","ACSSF","0004765",,,,,"36","047",,,,"032700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,629,1618,0,15,0,153,50
"36047032800","14000US36047032800","Census Tract 328","Census Tract 328, Kings County, New York","ny","140","00","ACSSF","0004766",,,,,"36","047",,,,"032800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,400,1150,31,845,0,148,19
"36047032900","14000US36047032900","Census Tract 329","Census Tract 329, Kings County, New York","ny","140","00","ACSSF","0004767",,,,,"36","047",,,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224,2652,3114,0,97,27,187,147
"36047033000","14000US36047033000","Census Tract 330","Census Tract 330, Kings County, New York","ny","140","00","ACSSF","0004768",,,,,"36","047",,,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267,1541,2750,0,251,0,508,217
"36047033100","14000US36047033100","Census Tract 331","Census Tract 331, Kings County, New York","ny","140","00","ACSSF","0004769",,,,,"36","047",,,,"033100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064,2487,1568,0,0,0,0,9
"36047033300","14000US36047033300","Census Tract 333","Census Tract 333, Kings County, New York","ny","140","00","ACSSF","0004770",,,,,"36","047",,,,"033300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609,3369,1201,5,0,0,9,25
"36047033500","14000US36047033500","Census Tract 335","Census Tract 335, Kings County, New York","ny","140","00","ACSSF","0004771",,,,,"36","047",,,,"033500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,2134,809,0,39,0,54,53
"36047033600","14000US36047033600","Census Tract 336","Census Tract 336, Kings County, New York","ny","140","00","ACSSF","0004772",,,,,"36","047",,,,"033600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,3855,158,0,296,0,39,131
"36047033700","14000US36047033700","Census Tract 337","Census Tract 337, Kings County, New York","ny","140","00","ACSSF","0004773",,,,,"36","047",,,,"033700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,1638,1792,63,133,0,116,178
"36047033900","14000US36047033900","Census Tract 339","Census Tract 339, Kings County, New York","ny","140","00","ACSSF","0004774",,,,,"36","047",,,,"033900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711,908,3368,0,294,0,28,113
"36047034000","14000US36047034000","Census Tract 340","Census Tract 340, Kings County, New York","ny","140","00","ACSSF","0004775",,,,,"36","047",,,,"034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,1018,860,0,177,0,122,33
"36047034100","14000US36047034100","Census Tract 341","Census Tract 341, Kings County, New York","ny","140","00","ACSSF","0004776",,,,,"36","047",,,,"034100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,415,2281,0,35,0,149,57
"36047034200","14000US36047034200","Census Tract 342","Census Tract 342, Kings County, New York","ny","140","00","ACSSF","0004777",,,,,"36","047",,,,"034200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6270,2341,2478,0,151,0,1220,80
"36047034300","14000US36047034300","Census Tract 343","Census Tract 343, Kings County, New York","ny","140","00","ACSSF","0004778",,,,,"36","047",,,,"034300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,495,3868,0,87,0,658,127
"36047034500","14000US36047034500","Census Tract 345","Census Tract 345, Kings County, New York","ny","140","00","ACSSF","0004779",,,,,"36","047",,,,"034500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,365,2312,0,15,0,218,175
"36047034700","14000US36047034700","Census Tract 347","Census Tract 347, Kings County, New York","ny","140","00","ACSSF","0004780",,,,,"36","047",,,,"034700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3740,85,3371,0,71,0,202,11
"36047034800","14000US36047034800","Census Tract 348","Census Tract 348, Kings County, New York","ny","140","00","ACSSF","0004781",,,,,"36","047",,,,"034800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2819,1093,117,0,526,0,1061,22
"36047034900","14000US36047034900","Census Tract 349","Census Tract 349, Kings County, New York","ny","140","00","ACSSF","0004782",,,,,"36","047",,,,"034900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6113,604,4819,0,127,0,407,156
"36047035000","14000US36047035000","Census Tract 350","Census Tract 350, Kings County, New York","ny","140","00","ACSSF","0004783",,,,,"36","047",,,,"035000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,2925,21,0,0,0,21,50
"36047035100","14000US36047035100","Census Tract 351","Census Tract 351, Kings County, New York","ny","140","00","ACSSF","0004784",,,,,"36","047",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295,963,2565,12,39,0,474,242
"36047035200","14000US36047035200","Census Tract 352","Census Tract 352, Kings County, New York","ny","140","00","ACSSF","0004785",,,,,"36","047",,,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,745,207,0,49,0,105,8
"36047035300","14000US36047035300","Census Tract 353","Census Tract 353, Kings County, New York","ny","140","00","ACSSF","0004786",,,,,"36","047",,,,"035300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091,1141,3310,0,158,0,337,145
"36047035400","14000US36047035400","Census Tract 354","Census Tract 354, Kings County, New York","ny","140","00","ACSSF","0004787",,,,,"36","047",,,,"035400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,5380,53,0,0,0,0,70
"36047035500","14000US36047035500","Census Tract 355","Census Tract 355, Kings County, New York","ny","140","00","ACSSF","0004788",,,,,"36","047",,,,"035500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374,1097,4021,0,0,0,99,157
"36047035601","14000US36047035601","Census Tract 356.01","Census Tract 356.01, Kings County, New York","ny","140","00","ACSSF","0004789",,,,,"36","047",,,,"035601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035,2761,204,0,0,4,0,66
"36047035602","14000US36047035602","Census Tract 356.02","Census Tract 356.02, Kings County, New York","ny","140","00","ACSSF","0004790",,,,,"36","047",,,,"035602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219,5032,2,0,139,0,0,46
"36047035700","14000US36047035700","Census Tract 357","Census Tract 357, Kings County, New York","ny","140","00","ACSSF","0004791",,,,,"36","047",,,,"035700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,142,2004,8,10,0,215,61
"36047035900","14000US36047035900","Census Tract 359","Census Tract 359, Kings County, New York","ny","140","00","ACSSF","0004792",,,,,"36","047",,,,"035900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,168,4849,16,64,0,234,79
"36047036001","14000US36047036001","Census Tract 360.01","Census Tract 360.01, Kings County, New York","ny","140","00","ACSSF","0004793",,,,,"36","047",,,,"036001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152,3002,31,0,0,0,22,97
"36047036002","14000US36047036002","Census Tract 360.02","Census Tract 360.02, Kings County, New York","ny","140","00","ACSSF","0004794",,,,,"36","047",,,,"036002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4341,3551,32,0,152,0,328,278
"36047036100","14000US36047036100","Census Tract 361","Census Tract 361, Kings County, New York","ny","140","00","ACSSF","0004795",,,,,"36","047",,,,"036100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2830,219,2183,0,21,0,371,36
"36047036200","14000US36047036200","Census Tract 362","Census Tract 362, Kings County, New York","ny","140","00","ACSSF","0004796",,,,,"36","047",,,,"036200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290,1765,65,32,443,0,864,121
"36047036300","14000US36047036300","Census Tract 363","Census Tract 363, Kings County, New York","ny","140","00","ACSSF","0004797",,,,,"36","047",,,,"036300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4716,224,3894,52,17,0,464,65
"36047036400","14000US36047036400","Census Tract 364","Census Tract 364, Kings County, New York","ny","140","00","ACSSF","0004798",,,,,"36","047",,,,"036400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,1555,43,5,465,0,227,82
"36047036501","14000US36047036501","Census Tract 365.01","Census Tract 365.01, Kings County, New York","ny","140","00","ACSSF","0004799",,,,,"36","047",,,,"036501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254,30,2961,0,33,0,230,0
"36047036502","14000US36047036502","Census Tract 365.02","Census Tract 365.02, Kings County, New York","ny","140","00","ACSSF","0004800",,,,,"36","047",,,,"036502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,103,880,0,10,0,276,19
"36047036600","14000US36047036600","Census Tract 366","Census Tract 366, Kings County, New York","ny","140","00","ACSSF","0004801",,,,,"36","047",,,,"036600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4695,2334,104,0,1470,0,571,216
"36047036700","14000US36047036700","Census Tract 367","Census Tract 367, Kings County, New York","ny","140","00","ACSSF","0004802",,,,,"36","047",,,,"036700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,147,829,0,63,0,275,19
"36047036900","14000US36047036900","Census Tract 369","Census Tract 369, Kings County, New York","ny","140","00","ACSSF","0004803",,,,,"36","047",,,,"036900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907,675,4233,0,65,0,795,139
"36047037000","14000US36047037000","Census Tract 370","Census Tract 370, Kings County, New York","ny","140","00","ACSSF","0004804",,,,,"36","047",,,,"037000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4322,2790,0,32,1432,0,53,15
"36047037100","14000US36047037100","Census Tract 371","Census Tract 371, Kings County, New York","ny","140","00","ACSSF","0004805",,,,,"36","047",,,,"037100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,324,3713,0,90,0,348,95
"36047037300","14000US36047037300","Census Tract 373","Census Tract 373, Kings County, New York","ny","140","00","ACSSF","0004806",,,,,"36","047",,,,"037300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201,821,2885,45,97,0,335,18
"36047037401","14000US36047037401","Census Tract 374.01","Census Tract 374.01, Kings County, New York","ny","140","00","ACSSF","0004807",,,,,"36","047",,,,"037401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,3101,240,0,452,0,238,207
"36047037402","14000US36047037402","Census Tract 374.02","Census Tract 374.02, Kings County, New York","ny","140","00","ACSSF","0004808",,,,,"36","047",,,,"037402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,2934,224,0,908,0,647,385
"36047037500","14000US36047037500","Census Tract 375","Census Tract 375, Kings County, New York","ny","140","00","ACSSF","0004809",,,,,"36","047",,,,"037500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221,843,1589,93,301,0,285,110
"36047037700","14000US36047037700","Census Tract 377","Census Tract 377, Kings County, New York","ny","140","00","ACSSF","0004810",,,,,"36","047",,,,"037700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482,464,3399,0,43,0,395,181
"36047037900","14000US36047037900","Census Tract 379","Census Tract 379, Kings County, New York","ny","140","00","ACSSF","0004811",,,,,"36","047",,,,"037900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3878,475,3133,0,42,0,181,47
"36047038100","14000US36047038100","Census Tract 381","Census Tract 381, Kings County, New York","ny","140","00","ACSSF","0004812",,,,,"36","047",,,,"038100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342,558,4244,0,73,0,348,119
"36047038200","14000US36047038200","Census Tract 382","Census Tract 382, Kings County, New York","ny","140","00","ACSSF","0004813",,,,,"36","047",,,,"038200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6188,659,2625,0,1032,0,1552,320
"36047038300","14000US36047038300","Census Tract 383","Census Tract 383, Kings County, New York","ny","140","00","ACSSF","0004814",,,,,"36","047",,,,"038300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,482,3514,0,252,0,207,137
"36047038500","14000US36047038500","Census Tract 385","Census Tract 385, Kings County, New York","ny","140","00","ACSSF","0004815",,,,,"36","047",,,,"038500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,606,2448,27,186,0,358,163
"36047038600","14000US36047038600","Census Tract 386","Census Tract 386, Kings County, New York","ny","140","00","ACSSF","0004816",,,,,"36","047",,,,"038600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498,1629,2,0,1262,0,365,240
"36047038700","14000US36047038700","Census Tract 387","Census Tract 387, Kings County, New York","ny","140","00","ACSSF","0004817",,,,,"36","047",,,,"038700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991,902,2755,18,38,0,81,197
"36047038800","14000US36047038800","Census Tract 388","Census Tract 388, Kings County, New York","ny","140","00","ACSSF","0004818",,,,,"36","047",,,,"038800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040,2983,334,0,589,0,99,35
"36047038900","14000US36047038900","Census Tract 389","Census Tract 389, Kings County, New York","ny","140","00","ACSSF","0004819",,,,,"36","047",,,,"038900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994,1319,281,92,377,0,891,34
"36047039000","14000US36047039000","Census Tract 390","Census Tract 390, Kings County, New York","ny","140","00","ACSSF","0004820",,,,,"36","047",,,,"039000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,2113,6,0,77,0,5,60
"36047039100","14000US36047039100","Census Tract 391","Census Tract 391, Kings County, New York","ny","140","00","ACSSF","0004821",,,,,"36","047",,,,"039100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782,1267,769,0,125,0,500,121
"36047039200","14000US36047039200","Census Tract 392","Census Tract 392, Kings County, New York","ny","140","00","ACSSF","0004822",,,,,"36","047",,,,"039200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026,2582,35,0,282,0,127,0
"36047039300","14000US36047039300","Census Tract 393","Census Tract 393, Kings County, New York","ny","140","00","ACSSF","0004823",,,,,"36","047",,,,"039300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790,1704,1099,73,247,0,567,100
"36047039400","14000US36047039400","Census Tract 394","Census Tract 394, Kings County, New York","ny","140","00","ACSSF","0004824",,,,,"36","047",,,,"039400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2408,2097,51,0,75,0,85,100
"36047039500","14000US36047039500","Census Tract 395","Census Tract 395, Kings County, New York","ny","140","00","ACSSF","0004825",,,,,"36","047",,,,"039500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4076,1396,1365,0,404,0,753,158
"36047039600","14000US36047039600","Census Tract 396","Census Tract 396, Kings County, New York","ny","140","00","ACSSF","0004826",,,,,"36","047",,,,"039600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038,1684,0,105,57,134,53,5
"36047039700","14000US36047039700","Census Tract 397","Census Tract 397, Kings County, New York","ny","140","00","ACSSF","0004827",,,,,"36","047",,,,"039700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3417,1054,1813,0,60,0,390,100
"36047039800","14000US36047039800","Census Tract 398","Census Tract 398, Kings County, New York","ny","140","00","ACSSF","0004828",,,,,"36","047",,,,"039800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2737,1143,0,0,1179,0,355,60
"36047039900","14000US36047039900","Census Tract 399","Census Tract 399, Kings County, New York","ny","140","00","ACSSF","0004829",,,,,"36","047",,,,"039900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3822,848,1782,13,24,13,1047,95
"36047040000","14000US36047040000","Census Tract 400","Census Tract 400, Kings County, New York","ny","140","00","ACSSF","0004830",,,,,"36","047",,,,"040000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,1439,33,0,1463,0,390,0
"36047040100","14000US36047040100","Census Tract 401","Census Tract 401, Kings County, New York","ny","140","00","ACSSF","0004831",,,,,"36","047",,,,"040100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3169,854,1455,0,109,0,648,103
"36047040200","14000US36047040200","Census Tract 402","Census Tract 402, Kings County, New York","ny","140","00","ACSSF","0004832",,,,,"36","047",,,,"040200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,1190,19,7,1250,0,269,122
"36047040300","14000US36047040300","Census Tract 403","Census Tract 403, Kings County, New York","ny","140","00","ACSSF","0004833",,,,,"36","047",,,,"040300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687,901,2282,0,87,0,390,27
"36047040400","14000US36047040400","Census Tract 404","Census Tract 404, Kings County, New York","ny","140","00","ACSSF","0004834",,,,,"36","047",,,,"040400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391,1097,15,0,1133,5,118,23
"36047040500","14000US36047040500","Census Tract 405","Census Tract 405, Kings County, New York","ny","140","00","ACSSF","0004835",,,,,"36","047",,,,"040500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,354,553,0,55,0,680,28
"36047040600","14000US36047040600","Census Tract 406","Census Tract 406, Kings County, New York","ny","140","00","ACSSF","0004836",,,,,"36","047",,,,"040600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,1263,24,0,1896,0,606,27
"36047040700","14000US36047040700","Census Tract 407","Census Tract 407, Kings County, New York","ny","140","00","ACSSF","0004837",,,,,"36","047",,,,"040700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36047040800","14000US36047040800","Census Tract 408","Census Tract 408, Kings County, New York","ny","140","00","ACSSF","0004838",,,,,"36","047",,,,"040800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,1159,20,0,1736,0,585,48
"36047040900","14000US36047040900","Census Tract 409","Census Tract 409, Kings County, New York","ny","140","00","ACSSF","0004839",,,,,"36","047",,,,"040900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534,1209,900,20,15,0,1347,43
"36047041000","14000US36047041000","Census Tract 410","Census Tract 410, Kings County, New York","ny","140","00","ACSSF","0004840",,,,,"36","047",,,,"041000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096,1445,23,0,598,0,5,25
"36047041100","14000US36047041100","Census Tract 411","Census Tract 411, Kings County, New York","ny","140","00","ACSSF","0004841",,,,,"36","047",,,,"041100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3041,943,1074,0,72,0,867,85
"36047041200","14000US36047041200","Census Tract 412","Census Tract 412, Kings County, New York","ny","140","00","ACSSF","0004842",,,,,"36","047",,,,"041200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3168,1875,0,25,1059,0,165,44
"36047041300","14000US36047041300","Census Tract 413","Census Tract 413, Kings County, New York","ny","140","00","ACSSF","0004843",,,,,"36","047",,,,"041300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,1012,2010,0,127,0,686,130
"36047041401","14000US36047041401","Census Tract 414.01","Census Tract 414.01, Kings County, New York","ny","140","00","ACSSF","0004844",,,,,"36","047",,,,"041401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,1186,10,0,136,0,280,0
"36047041402","14000US36047041402","Census Tract 414.02","Census Tract 414.02, Kings County, New York","ny","140","00","ACSSF","0004845",,,,,"36","047",,,,"041402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1613,0,0,0,0,150,0
"36047041500","14000US36047041500","Census Tract 415","Census Tract 415, Kings County, New York","ny","140","00","ACSSF","0004846",,,,,"36","047",,,,"041500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,1177,1715,36,131,0,878,255
"36047041600","14000US36047041600","Census Tract 416","Census Tract 416, Kings County, New York","ny","140","00","ACSSF","0004847",,,,,"36","047",,,,"041600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304,1971,45,0,105,0,154,29
"36047041700","14000US36047041700","Census Tract 417","Census Tract 417, Kings County, New York","ny","140","00","ACSSF","0004848",,,,,"36","047",,,,"041700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101,925,1200,17,111,0,714,134
"36047041800","14000US36047041800","Census Tract 418","Census Tract 418, Kings County, New York","ny","140","00","ACSSF","0004849",,,,,"36","047",,,,"041800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,2129,77,0,113,0,238,65
"36047041900","14000US36047041900","Census Tract 419","Census Tract 419, Kings County, New York","ny","140","00","ACSSF","0004850",,,,,"36","047",,,,"041900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614,1430,877,42,75,0,1029,161
"36047042000","14000US36047042000","Census Tract 420","Census Tract 420, Kings County, New York","ny","140","00","ACSSF","0004851",,,,,"36","047",,,,"042000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,1540,62,0,38,0,0,0
"36047042100","14000US36047042100","Census Tract 421","Census Tract 421, Kings County, New York","ny","140","00","ACSSF","0004852",,,,,"36","047",,,,"042100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4226,1657,640,58,210,0,1581,80
"36047042200","14000US36047042200","Census Tract 422","Census Tract 422, Kings County, New York","ny","140","00","ACSSF","0004853",,,,,"36","047",,,,"042200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586,2483,90,83,160,0,235,535
"36047042300","14000US36047042300","Census Tract 423","Census Tract 423, Kings County, New York","ny","140","00","ACSSF","0004854",,,,,"36","047",,,,"042300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222,2168,338,24,178,0,1475,39
"36047042400","14000US36047042400","Census Tract 424","Census Tract 424, Kings County, New York","ny","140","00","ACSSF","0004855",,,,,"36","047",,,,"042400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641,2022,0,19,812,0,721,67
"36047042500","14000US36047042500","Census Tract 425","Census Tract 425, Kings County, New York","ny","140","00","ACSSF","0004856",,,,,"36","047",,,,"042500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104,1534,417,0,119,0,796,238
"36047042600","14000US36047042600","Census Tract 426","Census Tract 426, Kings County, New York","ny","140","00","ACSSF","0004857",,,,,"36","047",,,,"042600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4282,1690,81,0,1816,0,559,136
"36047042700","14000US36047042700","Census Tract 427","Census Tract 427, Kings County, New York","ny","140","00","ACSSF","0004858",,,,,"36","047",,,,"042700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,2666,396,14,294,0,1511,183
"36047042800","14000US36047042800","Census Tract 428","Census Tract 428, Kings County, New York","ny","140","00","ACSSF","0004859",,,,,"36","047",,,,"042800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3879,2359,72,0,1319,0,88,41
"36047042900","14000US36047042900","Census Tract 429","Census Tract 429, Kings County, New York","ny","140","00","ACSSF","0004860",,,,,"36","047",,,,"042900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5326,2349,298,0,292,0,2093,294
"36047043000","14000US36047043000","Census Tract 430","Census Tract 430, Kings County, New York","ny","140","00","ACSSF","0004861",,,,,"36","047",,,,"043000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492,1645,0,0,1609,0,195,43
"36047043100","14000US36047043100","Census Tract 431","Census Tract 431, Kings County, New York","ny","140","00","ACSSF","0004862",,,,,"36","047",,,,"043100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936,2648,306,142,416,0,1361,63
"36047043200","14000US36047043200","Census Tract 432","Census Tract 432, Kings County, New York","ny","140","00","ACSSF","0004863",,,,,"36","047",,,,"043200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,1752,33,0,1935,0,397,206
"36047043300","14000US36047043300","Census Tract 433","Census Tract 433, Kings County, New York","ny","140","00","ACSSF","0004864",,,,,"36","047",,,,"043300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014,1235,871,31,172,19,1502,184
"36047043400","14000US36047043400","Census Tract 434","Census Tract 434, Kings County, New York","ny","140","00","ACSSF","0004865",,,,,"36","047",,,,"043400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389,1998,107,0,1207,0,33,44
